DateCommande,NumCommande,Client,Catégorie,Quantité,Statut,FactureID,PDF_URL
16/05/2026,216-05-2026,Pompier,70-74gr,177,Livré,F-20260518-185957,https://drive.google.com/file/d/10zpYasg-8cAOJqScmTTWtZNaP3YXtw9y/view?usp=drivesdk
16/05/2026,218-05-2026,Pompier,75gr +,21,Livré,F-20260518-190101,https://drive.google.com/file/d/1R9xh28S831eg3M89i1LZsS3AqytiuAwO/view?usp=drivesdk
16/05/2026,220-05-2026,Chinoise,Casser,47,Livré,F-20260518-190146,https://drive.google.com/file/d/1Bjsb9gSRlUFn-aIVxL30EaJzrXSjfzWD/view?usp=drivesdk
18/05/2026,222-05-2026,Linah,42-46gr,52,Livré,F-20260518-193724,https://drive.google.com/file/d/18sZXpBMtWIfDwNICB1GWjTiLHVxLTiNY/view?usp=drivesdk
18/05/2026,224-05-2026,Mangarano,47-56gr,1613,Livré,F-20260518-193843,https://drive.google.com/file/d/1SPhcEXL1n9as3M6qJ5axR4F30cudmWYR/view?usp=drivesdk
18/05/2026,226-05-2026,Mr Mamy,57-60gr,1300,Livré,F-20260518-194004,https://drive.google.com/file/d/1ktkL-cexdxISZhWnNQiw4vvqig15E7Zb/view?usp=drivesdk
18/05/2026,227-05-2026,CFC,57-60gr,1615,Livré,F-20260518-194132,https://drive.google.com/file/d/1dcST28AM39sGqqd9tDhuaRx-tmFR_vxc/view?usp=drivesdk
18/05/2026,228-05-2026,Bazary kely,61-63gr,1200,Livré,F-20260518-194258,https://drive.google.com/file/d/1avyfP1ccSMh38lLELCQk3Q8lqZyF3Ih6/view?usp=drivesdk
18/05/2026,229-05-2026,B5,61-63gr,1125,Livré,F-20260518-194442,https://drive.google.com/file/d/1VPReXpB_0W0RYbEBfYFfJZx5opYEzRCX/view?usp=drivesdk
18/05/2026,231-05-2026,La Paillote,64-66gr,200,Livré,F-20260518-194628,https://drive.google.com/file/d/11HpHXdNsHQJSsb-jvOIyR8UeWMVfymuE/view?usp=drivesdk
18/05/2026,233-05-2026,Poulet Gasy,64-66gr,800,Livré,F-20260518-194738,https://drive.google.com/file/d/1lyovctXLvCV7lzCYZboSXRcSXeeKYtKT/view?usp=drivesdk
18/05/2026,234-05-2026,Nambinina,64-66gr,530,Livré,F-20260518-194834,https://drive.google.com/file/d/1yYsy2sxP7VKpyWaWAkUCISvK6zow-t-9/view?usp=drivesdk
18/05/2026,236-05-2026,Patisserie Monique,67-69gr,600,Livré,F-20260518-194926,https://drive.google.com/file/d/1HIyYHXGqVhUkbHv_p0janQi0X_gZLNmJ/view?usp=drivesdk
18/05/2026,237-05-2026,EPP Tsiry,70-74gr,200,Livré,F-20260518-195028,https://drive.google.com/file/d/1x_b6xUd_NLP5UgCZ7_bU08BYuwwVPiKP/view?usp=drivesdk
18/05/2026,238-05-2026,Major Shop,70-74gr,232,Livré,F-20260518-195147,https://drive.google.com/file/d/1orgoGYb7ZqQn0CjIJW4_RVfL5GOaV5W8/view?usp=drivesdk
18/05/2026,239-05-2026,Pompier,75gr +,68,Livré,F-20260518-195303,https://drive.google.com/file/d/1pQwizBzWgUKjA2-8ELJbMiUN855AkomX/view?usp=drivesdk
18/05/2026,240-05-2026,Chinoise,Casser,78,Livré,F-20260518-195352,https://drive.google.com/file/d/13_O4fDmHq05lK-0jd_p7jh5IrS3yKN6K/view?usp=drivesdk
19/05/2026,241-05-2026,Leader Price,57-60gr,600,Livré,F-20260519-081636,https://drive.google.com/file/d/1XdCy16HTbtsnZlJaWvkzX4zmXj3qERwW/view?usp=drivesdk
19/05/2026,242-05-2026,Linah,42-46gr,32,Livré,F-20260520-073029,https://drive.google.com/file/d/1ICR-b6DTeJGWWfjn-EhS-ArCezmuMf1x/view?usp=drivesdk
19/05/2026,243-05-2026,Jirama,47-56gr,814,Livré,F-20260520-073232,https://drive.google.com/file/d/1JsT01e2OClKe6JOSGZTdlnh0TgZqsAuf/view?usp=drivesdk
19/05/2026,244-05-2026,CFC,57-60gr,947,Livré,F-20260520-073406,https://drive.google.com/file/d/12X-btXa1FSERuz9wk5kDP1OsFkKrcM1S/view?usp=drivesdk
19/05/2026,246-05-2026,Sainte Marie,61-63gr,1167,Livré,F-20260520-073452,https://drive.google.com/file/d/1Qa9upF-ukrMkU0f2Ib5pgyFjN2TIZCIs/view?usp=drivesdk
19/05/2026,248-05-2026,Mr Rado,64-66gr,738,Livré,F-20260520-073616,https://drive.google.com/file/d/11uh5NS4M9onma3lYTbAD6KzD-ZZaObno/view?usp=drivesdk
19/05/2026,250-05-2026,Naivo,67-69gr,891,Livré,F-20260520-073758,https://drive.google.com/file/d/1zjJs9X5Xmi70EhruKrmorPgxykTkozb1/view?usp=drivesdk
19/05/2026,251-05-2026,EPP Tsiry,70-74gr,173,Livré,F-20260520-073905,https://drive.google.com/file/d/1xqxpE3iHfr2KeVdvy-sMmtkAVd0kw_9t/view?usp=drivesdk
19/05/2026,252-05-2026,EPP Tsiry,75gr +,28,Livré,F-20260520-074001,https://drive.google.com/file/d/1cwakrRAFdp0G7G3XFRvK4iN1OzM7Wsix/view?usp=drivesdk
19/05/2026,253-05-2026,Chinoise,Casser,49,Livré,F-20260520-074140,https://drive.google.com/file/d/1I2g0bH3eGNDmGYHEXOYbARjsegthF2aU/view?usp=drivesdk
20/05/2026,254-05-2026,Calypso,67-69gr,600,Livré,F-20260520-074746,https://drive.google.com/file/d/1tpyE-kbtM6J-eSRHJOKEhN7UtSQod_av/view?usp=drivesdk
20/05/2026,256-05-2026,Fasankarana,42-46gr,20,Livré,F-20260521-091234,https://drive.google.com/file/d/1_F7LW-MHx4hqkxmAqCZGL62uIo35I-VU/view?usp=drivesdk
20/05/2026,257-05-2026,B5,47-56gr,773,Livré,F-20260521-091714,https://drive.google.com/file/d/1dn09iCjy0htzR_fbqpQlL2nw6XK85RxE/view?usp=drivesdk
20/05/2026,260-05-2026,Mr Mamy,57-60gr,1418,Livré,F-20260521-091819,https://drive.google.com/file/d/1iL4V-tsvj_sx5FlmpfDmtvkk3HM_ESqi/view?usp=drivesdk
20/05/2026,261-05-2026,Poulet Gasy,61-63gr,600,Livré,F-20260521-091924,https://drive.google.com/file/d/1oO_I2rssABTIyWxMszOUW-ktywRNrx17/view?usp=drivesdk
20/05/2026,263-05-2026,Mr Rado,61-63gr,614,Livré,F-20260521-092025,https://drive.google.com/file/d/16Q_VUw_o7aIHp12dy2nA86i0V6Ap4X8a/view?usp=drivesdk
20/05/2026,265-05-2026,Salazamay,64-66gr,827,Livré,F-20260521-092552,https://drive.google.com/file/d/1R_tOeiD5qHicgziZHZOmCyaRzmvw3Zoa/view?usp=drivesdk
20/05/2026,266-05-2026,Pompier,70-74gr,194,Livré,F-20260521-092652,https://drive.google.com/file/d/1PmflBoEKnStZiLVm4uk9EOsJrAkG7W7x/view?usp=drivesdk
20/05/2026,267-05-2026,Pompier,75gr +,42,Livré,F-20260521-092739,https://drive.google.com/file/d/15NA47IzxOh0v8RYr0Oeyz3Sd4LQ5a1NK/view?usp=drivesdk
20/05/2026,268-05-2026,Lasopy,Casser,41,Livré,F-20260521-092824,https://drive.google.com/file/d/1HCEzv2zxFaSxruuNF4l61jUhRamDnfHP/view?usp=drivesdk
21/05/2026,270-05-2026,Linah,42-46gr,25,Livré,F-20260522-045247,https://drive.google.com/file/d/170KXnPZ1murcgBGasbaBamzn8F2E7ni5/view?usp=drivesdk
21/05/2026,272-05-2026,Mangarano,47-56gr,737,Livré,F-20260522-045411,https://drive.google.com/file/d/1tnbqTh5lBBBnwJ6Ko9alxIeEE1BB0y9W/view?usp=drivesdk
21/05/2026,273-05-2026,Mr Mamy,57-60gr,1450,Livré,F-20260522-045519,https://drive.google.com/file/d/10wMr9LgVJN01uyZTloW9NnKlZ1uQDW5z/view?usp=drivesdk
21/05/2026,274-05-2026,Hasina,61-63gr,1177,Livré,F-20260522-045613,https://drive.google.com/file/d/13YdE4PZAFo7ZdktI6py6EGR5jloWoKPy/view?usp=drivesdk
21/05/2026,276-05-2026,La Paillote,64-66gr,200,Livré,F-20260522-050030,https://drive.google.com/file/d/10z9cwGrzhIftPTY1opEQQA082sM7LKTC/view?usp=drivesdk
21/05/2026,278-05-2026,Patisserie Monique,64-66gr,635,Livré,F-20260522-050145,https://drive.google.com/file/d/1TbB7T6Shtw2g0uDEgPmrtjGpyd9fF0L7/view?usp=drivesdk
21/05/2026,279-05-2026,Naivo,67-69gr,300,Livré,F-20260522-050255,https://drive.google.com/file/d/1ErvJVJ8ii9Oq_K9aBJ0jKwO3SkPN-Pu7/view?usp=drivesdk
21/05/2026,280-05-2026,Major Shop,70-74gr,207,Livré,F-20260522-050350,https://drive.google.com/file/d/1eM-a_Cc-_5adiybEE0DT9FzwOR4-ZsBy/view?usp=drivesdk
21/05/2026,282-05-2026,Major Shop,75gr +,35,Livré,F-20260522-050425,https://drive.google.com/file/d/14gcez2zoPnPVGJUZ70wXQx7F8Tzw_Ktw/view?usp=drivesdk
21/05/2026,283-05-2026,Chinoise,Casser,33,Livré,F-20260522-050512,https://drive.google.com/file/d/1a7ceQ5b5RWcCfvMBPpbUfnnjXqaMVD5h/view?usp=drivesdk
22/05/2026,285-05-2026,Leader Price,57-60gr,720,Livré,F-20260522-051436,https://drive.google.com/file/d/1lMP3fuW70JW7gVFCqgpBlmDBiZ-ah2IC/view?usp=drivesdk
22/05/2026,287-05-2026,Linah,42-46gr,26,Livré,F-20260523-053748,https://drive.google.com/file/d/1xZtxUVH0EQKnzZxslawU7PWL0J-ASTIz/view?usp=drivesdk
22/05/2026,288-05-2026,Jirama,47-56gr,759,Livré,F-20260523-053836,https://drive.google.com/file/d/1EKt0h7z2TyAHUAinx5dCOCZe3ls4Kd7A/view?usp=drivesdk
22/05/2026,290-05-2026,Poulet Gasy,57-60gr,784,Livré,F-20260523-053935,https://drive.google.com/file/d/1QjnWIsCB-olIKIL1fqoAXjm_T8BCcIQA/view?usp=drivesdk
22/05/2026,291-05-2026,Fenerive-Est,61-63gr,1205,Livré,F-20260523-054020,https://drive.google.com/file/d/1UuN1axAFpfxRZpPJS1W31deTXnyAumNb/view?usp=drivesdk
22/05/2026,292-05-2026,Mr Rado,64-66gr,774,Livré,F-20260523-054128,https://drive.google.com/file/d/1rH2B5w-_3QAQt6jMiHPl_r-Ip-_C5zF_/view?usp=drivesdk
22/05/2026,294-05-2026,Bazary be,70-74gr,213,Livré,F-20260523-054532,https://drive.google.com/file/d/1JeCupD2A8RNB4hWBywbzSXZaRfzCpwuA/view?usp=drivesdk
22/05/2026,295-05-2026,Bazary be,75gr +,26,Livré,F-20260523-054619,https://drive.google.com/file/d/1Hge1cpHg2U2xbfFObO9VhgKZTfOMDB91/view?usp=drivesdk
22/05/2026,297-05-2026,Lasopy,Casser,37,Livré,F-20260523-054722,https://drive.google.com/file/d/1YbLSvwoIpMpX3voo5_Bj_SkJB_3lEvaW/view?usp=drivesdk
23/05/2026,300-05-2026,Calypso,67-69gr,600,Livré,F-20260523-054830,https://drive.google.com/file/d/1XpVQSdFR2vnsFT2RP_20Q6b5xiiS3N1w/view?usp=drivesdk
23/05/2026,301-05-2026,Mangarano,42-46gr,16,Livré,F-20260524-065300,https://drive.google.com/file/d/1Z95E0O4vP9-km5V3zJvFHq41G-Us2hzz/view?usp=drivesdk
23/05/2026,303-05-2026,Mangarano,47-56gr,691,Livré,F-20260524-065638,https://drive.google.com/file/d/1C0UN6dWrjX8o4HkrUbXJNpMBkbDKfzKO/view?usp=drivesdk
23/05/2026,304-05-2026,CFC,57-60gr,1411,Livré,F-20260524-065744,https://drive.google.com/file/d/1s-alty7PX0jee7sjkHiCgIsLYnKHhksM/view?usp=drivesdk
23/05/2026,306-05-2026,Bazary kely,61-63gr,1225,Livré,F-20260524-070055,https://drive.google.com/file/d/1AKf8yGRb4pwo74swIZ38YoVz-korBpir/view?usp=drivesdk
23/05/2026,307-05-2026,Mr Rado,64-66gr,865,Livré,F-20260524-070149,https://drive.google.com/file/d/1US33xgwTqDnNPSe3Y9KfkRGwWT97Xkdt/view?usp=drivesdk
23/05/2026,309-05-2026,Major Shop,70-74gr,239,Livré,F-20260524-070618,https://drive.google.com/file/d/1zoi1SA37rtNqM0_AvrKLrk4ff5SZoHBB/view?usp=drivesdk
23/05/2026,311-05-2026,Major Shop,75gr +,37,Livré,F-20260524-070736,https://drive.google.com/file/d/1RzaHBEpTFQ7vfPYwS1zsO-Qv6RI0fg7W/view?usp=drivesdk
23/05/2026,313-05-2026,Chinoise,Casser,43,Livré,F-20260524-071030,https://drive.google.com/file/d/1kznnwld22hiF6o_o7ZOhW4BUp24obZod/view?usp=drivesdk
24/05/2026,315-05-2026,Leader Price,57-60gr,1320,Livré,F-20260524-074045,https://drive.google.com/file/d/1afENL9uj1V0DhQOMTVAmilcqJt-djgCw/view?usp=drivesdk
24/05/2026,316-05-2026,Mangarano,42-46gr,19,Livré,F-20260526-045959,https://drive.google.com/file/d/1mhDXd655yE7VPKv29F4PCcNLrbwViUEM/view?usp=drivesdk
24/05/2026,317-05-2026,Mangarano,47-56gr,626,Livré,F-20260526-052602,https://drive.google.com/file/d/1J876MOVMqb7CcOdPyBMzmBmvGQCS6kPq/view?usp=drivesdk
24/05/2026,318-05-2026,Fasankarana,57-60gr,34,Livré,F-20260526-052933,https://drive.google.com/file/d/19w-eIrNby33L1-PLhew3xzpWbwqgKdJ-/view?usp=drivesdk
24/05/2026,319-05-2026,CFC,61-63gr,1214,Livré,F-20260526-053032,https://drive.google.com/file/d/17S6crDm5-g-K2Ra88id61auXjiY_EfDd/view?usp=drivesdk
24/05/2026,320-05-2026,Jirama,64-66gr,897,Livré,F-20260526-053834,https://drive.google.com/file/d/1tV4Kl31fZEFoq0k9powVoMEwL-Vzkl3-/view?usp=drivesdk
24/05/2026,322-05-2026,Pompier,70-74gr,274,Livré,F-20260526-053927,https://drive.google.com/file/d/1BQDgETnMzrLFOODgLujQhwwr_rfsbCsx/view?usp=drivesdk
24/05/2026,323-05-2026,Pompier,75gr +,50,Livré,F-20260526-054008,https://drive.google.com/file/d/1V1uqqWPlQ2bHTA_oPCOfitWhLIpCcpRN/view?usp=drivesdk
24/05/2026,325-05-2026,Chinoise,Casser,39,Livré,F-20260526-054101,https://drive.google.com/file/d/1LtjOiPF89tvLq4WDFs5KitS6dIT4xID9/view?usp=drivesdk
26/05/2026,327-05-2026,Calypso,67-69gr,600,Livré,F-20260526-054218,https://drive.google.com/file/d/1cAyXgxIBra61Uv7WW0r-2W39SbsUKTCW/view?usp=drivesdk
26/05/2026,330-05-2026,Fasankarana,42-46gr,114,Livré,F-20260527-053215,https://drive.google.com/file/d/1tCR2KQn1grExsYJUeBfY9RJ3djJOEAZG/view?usp=drivesdk
26/05/2026,331-05-2026,Mangarano,47-56gr,1351,Livré,F-20260527-054450,https://drive.google.com/file/d/1B5FtYWQxuh3c97tU-jDlcTv3UK1uioHM/view?usp=drivesdk
26/05/2026,333-05-2026,CFC,57-60gr,1800,Livré,F-20260527-061022,https://drive.google.com/file/d/1Zk8RUPI2TFVN_tmK2yl9acWJeU_7aWVz/view?usp=drivesdk
26/05/2026,335-05-2026,B5,57-60gr,1036,Livré,F-20260527-061121,https://drive.google.com/file/d/1j5_etGQp9KWGvk0q4zRZsoRusRKLytOY/view?usp=drivesdk
26/05/2026,336-05-2026,Jirama,61-63gr,900,Livré,F-20260527-061503,https://drive.google.com/file/d/1l30YMjDqI9wxrDcM8fr21i-oYBCSAde3/view?usp=drivesdk
26/05/2026,337-05-2026,Angéline,61-63gr,800,Livré,F-20260527-061618,https://drive.google.com/file/d/1o7kWG1zJgHGXpm7ONlLrwaEjfKpX4Xj0/view?usp=drivesdk
26/05/2026,340-05-2026,Zoky Jo,61-63gr,66,Livré,F-20260527-061713,https://drive.google.com/file/d/1xTdKKI883ZbmyU_igt3SRWFT0sHUC0TE/view?usp=drivesdk
26/05/2026,342-05-2026,Naivo,61-63gr,600,Livré,F-20260527-061845,https://drive.google.com/file/d/1UemVhG9ABBqt6U_t59Gx26tFxPo-2nzX/view?usp=drivesdk
26/05/2026,345-05-2026,Mr Mamy,64-66gr,1665,Livré,F-20260527-063116,https://drive.google.com/file/d/13MCAOpiR7XYqFfuq6Wy8UsLsYNVQGXej/view?usp=drivesdk
26/05/2026,346-05-2026,Major Shop,70-74gr,490,Livré,F-20260527-063307,https://drive.google.com/file/d/1yf19Aif_TrZE7K0AEsyzEnQtUhADujue/view?usp=drivesdk
26/05/2026,347-05-2026,EPP Tsiry,70-74gr,85,Livré,F-20260527-064048,https://drive.google.com/file/d/1G5ZKmWNXPzJTiE87OhSDAn9xMSZ5fuQr/view?usp=drivesdk
26/05/2026,348-05-2026,Bazary be,75gr +,85,Livré,F-20260527-064310,https://drive.google.com/file/d/1xEc94EG52u0GA9UEfV33sgWd03SOiOVL/view?usp=drivesdk
26/05/2026,349-05-2026,Chinoise,Casser,86,Livré,F-20260527-064520,https://drive.google.com/file/d/1gyPztEzbxbXzszRf79mlkzpY9xsbdZ_L/view?usp=drivesdk
27/05/2026,328-05-2026,MadaRest,64-66gr,100,Livré,F-20260527-050558,https://drive.google.com/file/d/1DzB7C6_ZEGQa9eVZw-92mqdmmaecxrpV/view?usp=drivesdk
27/05/2026,329-05-2026,Maesteva,67-69gr,300,Livré,F-20260527-051201,https://drive.google.com/file/d/1NhtBC45NsZiAEMbWASW0bRWiwVO3rMMa/view?usp=drivesdk
27/05/2026,350-05-2026,Linah,57-60gr,248,Livré,F-20260528-051314,https://drive.google.com/file/d/11vXyAJwmq6XEkFMJuD-xlRwcVMqDuTXq/view?usp=drivesdk
27/05/2026,351-05-2026,Brickaville,61-63gr,202,Livré,F-20260528-051441,https://drive.google.com/file/d/1SHqoretZ6hhUQanR2e5IfPT7qmLYH2dF/view?usp=drivesdk
27/05/2026,352-05-2026,Brickaville,64-66gr,347,Livré,F-20260528-051600,https://drive.google.com/file/d/1lbdfNsWYG5K_yBWyfxScHCbbj9cv3wgP/view?usp=drivesdk
27/05/2026,354-05-2026,CFC,67-69gr,1000,Livré,F-20260528-051651,https://drive.google.com/file/d/1HmbCjXnMkiiQBvl3k_mMByAv0ce8ps1R/view?usp=drivesdk
27/05/2026,356-05-2026,Pompier,70-74gr,54,Livré,F-20260528-052010,https://drive.google.com/file/d/1z0Abrx0vx-U3QuPXD_eq1zwzvQPXvRCj/view?usp=drivesdk
27/05/2026,357-05-2026,Pompier,75gr +,37,Livré,F-20260528-052106,https://drive.google.com/file/d/1amNro-8qoLz39aogt7GxE0qehqG3d9_9/view?usp=drivesdk
28/05/2026,358-05-2026,Linah,42-46gr,13,Livré,F-20260529-165905,https://drive.google.com/file/d/17iDbq8vbt0Y0khiEzofauDBy8q-0ppPd/view?usp=drivesdk
28/05/2026,359-05-2026,Linah,47-56gr,45,Livré,F-20260529-170027,https://drive.google.com/file/d/1QybkaZ9ta0ZCoC2PSRiSudu4sACa2irU/view?usp=drivesdk
28/05/2026,362-05-2026,B5,47-56gr,600,Livré,F-20260529-170159,https://drive.google.com/file/d/1vhP6Edyg31YFTc4XNRqqG0aXgQt0urpF/view?usp=drivesdk
28/05/2026,363-05-2026,Mr Mamy,57-60gr,1426,Livré,F-20260529-170649,https://drive.google.com/file/d/1Bw2-0ZmxNYpfDyiwEymRfkvRPoWP-qk4/view?usp=drivesdk
28/05/2026,365-05-2026,Jirama,61-63gr,600,Livré,F-20260529-170824,https://drive.google.com/file/d/1iwb4S9Y-V3kLJclreE9hAWGYawVuAvFP/view?usp=drivesdk
28/05/2026,367-05-2026,Salazamay,61-63gr,624,Livré,F-20260529-170939,https://drive.google.com/file/d/1uUM3P2FVwV581lI03zNDGoDq15_nkas1/view?usp=drivesdk
28/05/2026,369-05-2026,CFC,64-66gr,830,Livré,F-20260529-171321,https://drive.google.com/file/d/1aoEnrzB3WZvcz-sOFovyEniQVNVRZ3Jj/view?usp=drivesdk
28/05/2026,372-05-2026,EPP Tsiry,70-74gr,224,Livré,F-20260529-171424,https://drive.google.com/file/d/1sUXPP38CcX3Gtup4cdfhms75tyartn_D/view?usp=drivesdk
28/05/2026,374-05-2026,EPP Tsiry,75gr +,39,Livré,F-20260529-171517,https://drive.google.com/file/d/194skIFKd0q7Apb_8j2KdWVSU1L5IiiTA/view?usp=drivesdk
28/05/2026,375-05-2026,Chinoise,Casser,45,Livré,F-20260529-171626,https://drive.google.com/file/d/154TogV0vlUUpUOmHx9LF24_fnbOJ-c29/view?usp=drivesdk
29/05/2026,377-05-2026,Angéline,42-46gr,10,Livré,F-20260529-171933,https://drive.google.com/file/d/1jRO1UlNA6pvyIkLeVG_mRBiUp_9KxolK/view?usp=drivesdk
29/05/2026,379-05-2026,Soavita,47-56gr,40,Livré,F-20260529-172042,https://drive.google.com/file/d/1QaBhEVcFYIyqXO4j1ZGk7cEcdHic-HAh/view?usp=drivesdk
29/05/2026,381-05-2026,Ambohijafy,47-56gr,100,Livré,F-20260529-172225,https://drive.google.com/file/d/1FN9iHnQOjMRqSnHYqZF2Ku1FDd_bLavV/view?usp=drivesdk
29/05/2026,382-05-2026,Brickaville,47-56gr,541,Livré,F-20260529-172335,https://drive.google.com/file/d/1dQM1A8WKHCFuL2FK4PBVvOV8xjkOvDMr/view?usp=drivesdk
29/05/2026,383-05-2026,Fenerive-Est,57-60gr,1457,Livré,F-20260529-172453,https://drive.google.com/file/d/1kWAlJcHFE2pMzYTRALcFEEXsH9g_b7gb/view?usp=drivesdk
29/05/2026,385-05-2026,Mangarano,61-63gr,1253,Livré,F-20260529-172600,https://drive.google.com/file/d/1NvG5vgXAIxBkGAwwx3pfO3TGVtkFMiQn/view?usp=drivesdk
29/05/2026,388-05-2026,Mr Rado,64-66gr,806,Livré,F-20260529-173329,https://drive.google.com/file/d/19fFSjB0GbQn-5EntDnM4zdt4-HZb38Df/view?usp=drivesdk
29/05/2026,389-05-2026,Major Shop,70-74gr,201,Livré,F-20260529-173452,https://drive.google.com/file/d/1xTM2K36Z0RA5r_bcgCRZ4gU6-L3cW0l4/view?usp=drivesdk
29/05/2026,390-05-2026,Major Shop,75gr +,35,Livré,F-20260529-173549,https://drive.google.com/file/d/1_CiaLuugpke_D78rqeyY3WeW1rA3DQY_/view?usp=drivesdk
29/05/2026,392-05-2026,Lasopy,Casser,44,Livré,F-20260529-173819,https://drive.google.com/file/d/12oODs2A_bOmAXvjpycl2gg_JdKtcfPRr/view?usp=drivesdk
30/05/2026,394-05-2026,Calypso,67-69gr,600,Livré,F-20260529-174302,https://drive.google.com/file/d/1yjYw_rQlTu55_566804mvtSlIhJHOYJw/view?usp=drivesdk
30/05/2026,395-05-2026,Leader Price,57-60gr,960,Livré,F-20260529-174409,https://drive.google.com/file/d/1Tx8JyrAWST1-bfahNNDSbgvZYvdc8-5T/view?usp=drivesdk
30/05/2026,002-06-2026,Mangarano,42-46gr,13,Livré,F-20260601-133010,https://drive.google.com/file/d/1rLWDZ_JLr1cVmLH2AeFYaoC1A3G4mVdD/view?usp=drivesdk
30/05/2026,397-05-2026,Mangarano,47-56gr,720,Livré,F-20260601-133111,https://drive.google.com/file/d/1-9nIUFXf9GNfTJhW-IvLNYve_amVCnyC/view?usp=drivesdk
30/05/2026,398-05-2026,Nambinina,57-60gr,522,Livré,F-20260601-133218,https://drive.google.com/file/d/1fhLCvyo8VHyusVv3MCuYhNwPKindV_Z4/view?usp=drivesdk
30/05/2026,399-05-2026,CFC,61-63gr,1183,Livré,F-20260601-133325,https://drive.google.com/file/d/19PXW_WNTnTf3EAFgYphzD2asgRz-0QhW/view?usp=drivesdk
30/05/2026,401-05-2026,Mr Rado,64-66gr,834,Livré,F-20260601-133448,https://drive.google.com/file/d/1Rcq6v31mNiCl9_XE6Zm3XAJPvBoatp7u/view?usp=drivesdk
30/05/2026,402-05-2026,EPP Tsiry,70-74gr,228,Livré,F-20260601-133641,https://drive.google.com/file/d/1zOcLjMJOGF_i0lKECgC7CrwljdN_wEdG/view?usp=drivesdk
30/05/2026,403-05-2026,EPP Tsiry,75gr +,35,Livré,F-20260601-133734,https://drive.google.com/file/d/1abAHCXlZCEGMaH4-J2IyGPTKJvTb4kxM/view?usp=drivesdk
30/05/2026,405-05-2026,Chinoise,Casser,37,Livré,F-20260601-133954,https://drive.google.com/file/d/1NJ8suf9JZnIBbv6waw8Gq08xNb6aNURr/view?usp=drivesdk
01/06/2026,005-06-2026,ASGAR,42-46gr,33,Livré,F-20260601-135247,https://drive.google.com/file/d/1xSeYl034kUko_a4vWHL-3ItlQzd5CWi5/view?usp=drivesdk
01/06/2026,006-06-2026,CFC,47-56gr,1313,Livré,F-20260601-135358,https://drive.google.com/file/d/1ZsylC8tEt434d233QZEKC2mAethO4MxM/view?usp=drivesdk
01/06/2026,007-06-2026,Ralaimongo,57-60gr,120,Livré,F-20260601-135630,https://drive.google.com/file/d/19zj3t2ss4hfhjU1CDrVIXvcgLGCw7uMB/view?usp=drivesdk
01/06/2026,011-06-2026,Mr Mamy,57-60gr,1300,Livré,F-20260601-135827,https://drive.google.com/file/d/1teRHKvLtU9voeJ1z5HDTvinlc5ckkooM/view?usp=drivesdk
01/06/2026,012-06-2026,Hasina,57-60gr,1000,Livré,F-20260601-135953,https://drive.google.com/file/d/1gKUM3MYvelBbumWygfrMZQkMhhvPuerE/view?usp=drivesdk
01/06/2026,013-06-2026,Nambinina,57-60gr,359,Livré,F-20260601-140134,https://drive.google.com/file/d/1DOfSM_x5Zzo2LOUjCUT0H95ROIzxwiFO/view?usp=drivesdk
01/06/2026,014-06-2026,Jirama,61-63gr,1200,Livré,F-20260601-140437,https://drive.google.com/file/d/1ccqKDydFcGKh1Oq7YQ9AAnvfvXQGdUNn/view?usp=drivesdk
01/06/2026,016-06-2026,Rahery,61-63gr,1251,Livré,F-20260601-140557,https://drive.google.com/file/d/1NoapzA4DDRdepx8tm_dbxlEadkf6xU4R/view?usp=drivesdk
01/06/2026,017-06-2026,Fenerive-Est,64-66gr,1000,Livré,F-20260601-140713,https://drive.google.com/file/d/1Yw3q1dlKDcK5iN3anS6QB-xkOVC6L5fd/view?usp=drivesdk
01/06/2026,019-06-2026,Mr Rado,64-66gr,758,Livré,F-20260601-140834,https://drive.google.com/file/d/13gYWiUcG46sCXJFm7pww-o7fX0yWBXmS/view?usp=drivesdk
01/06/2026,021-06-2026,Patisserie Monique,67-69gr,600,Livré,F-20260601-140916,https://drive.google.com/file/d/1ZlehoY3Ll8MsPKbChPqhje7crpaS6bzW/view?usp=drivesdk
01/06/2026,022-06-2026,Major Shop,70-74gr,288,Livré,F-20260601-142728,https://drive.google.com/file/d/1olInQyZTwyyztmDmlvSb7M9m-nfiF6bG/view?usp=drivesdk
01/06/2026,023-06-2026,EPP Tsiry,70-74gr,200,Livré,F-20260601-142816,https://drive.google.com/file/d/1XZa6PDQRZW5puOUizz8wWUDYihtXm-Wm/view?usp=drivesdk
01/06/2026,025-06-2026,EPP Tsiry,75gr +,83,Livré,F-20260601-142908,https://drive.google.com/file/d/14zRHhxzdpbvYq0ts-f5Oa0yhfjc-jRQT/view?usp=drivesdk
01/06/2026,028-06-2026,Chinoise,Casser,97,Livré,F-20260601-143004,https://drive.google.com/file/d/1h_kr0cVGqIp8M7guor3y9YHhMdFLv7fa/view?usp=drivesdk
02/06/2026,030-06-2026,Calypso,67-69gr,600,Livré,F-20260602-143125,https://drive.google.com/file/d/18LVV4e8r8N-uhM7mAcwdi6XO1mSv4Y6d/view?usp=drivesdk
02/06/2026,032-06-2026,Linah,42-46gr,17,Livré,F-20260602-070726,https://drive.google.com/file/d/1zV2VgPbD_9FwFCEmjBl0O0zqH31pg4aA/view?usp=drivesdk
